NACA 0010
   0.05869	  -0.03169
   0.06246	  -0.03251
   0.06633	  -0.03332
   0.07031	  -0.03411
   0.07440	  -0.03489
   0.07860	  -0.03565
   0.08290	  -0.03639
   0.08731	  -0.03711
   0.09181	  -0.03782
   0.09642	  -0.03851
   0.10113	  -0.03918
   0.10594	  -0.03983
   0.11085	  -0.04047
   0.11585	  -0.04108
   0.12095	  -0.04168
   0.12615	  -0.04225
   0.13144	  -0.04281
   0.13682	  -0.04335
   0.14229	  -0.04386
   0.14785	  -0.04436
   0.15349	  -0.04483
   0.15922	  -0.04529
   0.16504	  -0.04572
   0.17095	  -0.04614
   0.17693	  -0.04653
   0.18299	  -0.04690
   0.18914	  -0.04725
   0.19536	  -0.04758
   0.20166	  -0.04789
   0.20803	  -0.04818
   0.21447	  -0.04845
   0.22099	  -0.04869
   0.22757	  -0.04891
   0.23422	  -0.04912
   0.24094	  -0.04930
   0.24772	  -0.04946
   0.25457	  -0.04960
   0.26148	  -0.04972
   0.26844	  -0.04982
   0.27547	  -0.04990
   0.28255	  -0.04996
   0.28969	  -0.04999
   0.29687	  -0.05001
   0.30411	  -0.05001
   0.31140	  -0.04999
   0.31873	  -0.04995
   0.32611	  -0.04989
   0.33353	  -0.04981
   0.34099	  -0.04971
   0.34850	  -0.04960
   0.35604	  -0.04946
   0.36361	  -0.04931
   0.37123	  -0.04914
   0.37887	  -0.04896
   0.38654	  -0.04875
   0.39424	  -0.04853
   0.40197	  -0.04830
   0.40972	  -0.04805
   0.41750	  -0.04778
   0.42529	  -0.04749
   0.43311	  -0.04720
   0.44094	  -0.04688
   0.44878	  -0.04656
   0.45664	  -0.04622
   0.46451	  -0.04586
   0.47239	  -0.04550
   0.48027	  -0.04512
   0.48816	  -0.04473
   0.49605	  -0.04432
   0.50395	  -0.04391
   0.51184	  -0.04348
   0.51973	  -0.04305
   0.52761	  -0.04260
   0.53549	  -0.04214
   0.54336	  -0.04167
   0.55122	  -0.04120
   0.55906	  -0.04071
   0.56689	  -0.04022
   0.57471	  -0.03971
   0.58250	  -0.03920
   0.59028	  -0.03869
   0.59803	  -0.03816
   0.60576	  -0.03763
   0.61346	  -0.03709
   0.62113	  -0.03655
   0.62877	  -0.03600
   0.63639	  -0.03545
   0.64396	  -0.03489
   0.65150	  -0.03432
   0.65901	  -0.03376
   0.66647	  -0.03319
   0.67389	  -0.03261
   0.68127	  -0.03203
   0.68860	  -0.03145
   0.69589	  -0.03086
